symbol,prediction_session,target_session,exclusion_reason
LFIC.NS,2018-11-27,2018-11-30,NOT_NEXT_SESSION(missed=2)
LFIC.NS,2018-11-30,2019-02-22,NOT_NEXT_SESSION(missed=58)
LFIC.NS,2019-02-25,2019-03-01,NOT_NEXT_SESSION(missed=3)
LFIC.NS,2019-03-11,2019-03-13,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-03-18,2019-03-20,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-03-27,2019-03-29,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-03-29,2019-04-03,NOT_NEXT_SESSION(missed=2)
LFIC.NS,2019-04-16,2019-04-22,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-04-22,2019-04-24,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-04-25,2019-04-30,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-05-02,2019-05-14,NOT_NEXT_SESSION(missed=7)
LFIC.NS,2019-05-15,2019-05-17,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-05-24,2019-05-28,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-05-28,2019-05-30,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-06-03,2019-06-06,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-06-06,2019-06-10,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-07-08,2019-07-15,NOT_NEXT_SESSION(missed=4)
LFIC.NS,2019-07-18,2019-07-22,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-07-24,2019-07-26,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-07-29,2019-07-31,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-09-12,2019-09-16,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-09-26,2019-09-30,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-10-04,2019-10-09,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-10-09,2019-10-14,NOT_NEXT_SESSION(missed=2)
LFIC.NS,2019-10-15,2019-10-17,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-10-27,2019-10-30,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-11-07,2019-11-11,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-11-18,2019-11-20,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-11-27,2019-11-29,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-12-09,2019-12-11,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2019-12-31,2020-01-02,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-01-14,2020-01-16,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-01-16,2020-01-20,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-03-24,2020-03-26,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-03-30,2020-04-01,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-04-01,2020-04-07,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-04-21,2020-04-23,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-04-23,2020-04-27,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-06-30,2020-07-02,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-10-16,2020-10-20,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-11-03,2020-11-05,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2020-11-05,2020-11-09,NOT_NEXT_SESSION(missed=1)
LFIC.NS,2026-06-29,2026-07-01,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-06-07,2018-06-11,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-06-19,2018-06-21,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-07-13,2018-07-18,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2018-08-23,2018-08-27,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-08-27,2018-08-30,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2018-09-03,2018-09-06,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2018-09-10,2018-09-21,NOT_NEXT_SESSION(missed=6)
LIBAS.NS,2018-09-24,2018-09-27,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2018-10-01,2018-10-04,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-10-08,2018-10-11,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2018-10-17,2018-10-22,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-10-24,2018-10-26,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-11-05,2018-11-15,NOT_NEXT_SESSION(missed=5)
LIBAS.NS,2018-11-16,2018-11-22,NOT_NEXT_SESSION(missed=3)
LIBAS.NS,2018-11-22,2018-11-27,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-11-27,2018-11-29,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2018-11-30,2019-02-22,NOT_NEXT_SESSION(missed=58)
LIBAS.NS,2019-02-22,2019-02-28,NOT_NEXT_SESSION(missed=3)
LIBAS.NS,2019-02-28,2019-03-07,NOT_NEXT_SESSION(missed=3)
LIBAS.NS,2019-03-08,2019-03-15,NOT_NEXT_SESSION(missed=4)
LIBAS.NS,2019-03-18,2019-03-22,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2019-03-22,2019-03-27,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2019-03-27,2019-03-29,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-04-01,2019-04-03,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-04-03,2019-04-08,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2019-04-10,2019-04-15,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2019-04-15,2019-04-18,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-04-23,2019-04-25,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-05-06,2019-05-08,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-05-08,2019-05-10,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-05-10,2019-05-28,NOT_NEXT_SESSION(missed=11)
LIBAS.NS,2019-05-28,2019-05-31,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2019-06-11,2019-06-14,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2019-06-17,2019-06-19,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-06-20,2019-06-24,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-07-12,2019-07-16,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-07-16,2019-07-18,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-08-09,2019-08-14,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-09-23,2019-09-25,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2019-10-14,2019-10-18,NOT_NEXT_SESSION(missed=3)
LIBAS.NS,2019-11-15,2019-11-20,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2019-12-02,2019-12-04,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-01-10,2020-01-14,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-01-15,2020-01-17,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-01-20,2020-01-22,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-01-22,2020-01-24,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-01-31,2020-02-03,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-02-06,2020-02-10,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-02-11,2020-02-14,NOT_NEXT_SESSION(missed=2)
LIBAS.NS,2020-03-06,2020-03-11,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-03-16,2020-03-18,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-03-20,2020-03-24,NOT_NEXT_SESSION(missed=1)
LIBAS.NS,2020-04-09,2020-04-15,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2018-09-11,2018-09-14,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2018-09-14,2018-09-24,NOT_NEXT_SESSION(missed=4)
LICNFNHGP.NS,2018-09-26,2018-09-28,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2018-10-08,2018-10-10,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2018-10-10,2018-10-12,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2018-10-16,2018-10-19,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2018-11-02,2018-11-07,UNRESOLVED_SESSION
LICNFNHGP.NS,2018-11-07,2018-11-09,UNRESOLVED_SESSION
LICNFNHGP.NS,2018-11-12,2018-11-19,NOT_NEXT_SESSION(missed=4)
LICNFNHGP.NS,2018-11-21,2018-11-26,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2018-11-26,2018-11-29,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2018-12-03,2018-12-05,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2018-12-11,2018-12-14,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2018-12-14,2018-12-19,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2018-12-28,2019-01-01,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-01-07,2019-01-09,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-01-09,2019-01-14,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-01-15,2019-01-17,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-01-17,2019-01-21,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-01-22,2019-01-24,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-01-24,2019-01-29,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-01-30,2019-02-04,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-02-04,2019-02-07,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-02-11,2019-02-20,NOT_NEXT_SESSION(missed=6)
LICNFNHGP.NS,2019-02-20,2019-02-22,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-02-22,2019-02-26,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-02-27,2019-03-11,NOT_NEXT_SESSION(missed=6)
LICNFNHGP.NS,2019-03-13,2019-03-15,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-04-08,2019-04-10,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-05-02,2019-05-06,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-05-06,2019-05-08,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-05-08,2019-05-10,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-05-10,2019-05-15,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-05-20,2019-05-23,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-05-23,2019-05-27,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-05-28,2019-05-30,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-05-30,2019-06-04,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-06-04,2019-06-07,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-06-07,2019-06-13,NOT_NEXT_SESSION(missed=3)
LICNFNHGP.NS,2019-06-13,2019-06-17,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-06-18,2019-06-20,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-06-20,2019-06-24,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-06-24,2019-06-27,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-07-03,2019-07-08,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-07-09,2019-07-15,NOT_NEXT_SESSION(missed=3)
LICNFNHGP.NS,2019-07-24,2019-07-29,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-07-29,2019-07-31,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-07-31,2019-08-02,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-08-06,2019-08-16,NOT_NEXT_SESSION(missed=5)
LICNFNHGP.NS,2019-08-20,2019-08-22,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-08-22,2019-08-26,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-09-09,2019-09-12,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-09-26,2019-09-30,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-10-01,2019-10-04,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-10-24,2019-10-29,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-11-15,2019-11-20,NOT_NEXT_SESSION(missed=2)
LICNFNHGP.NS,2019-12-03,2019-12-05,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-12-05,2019-12-09,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-12-09,2019-12-11,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-12-16,2019-12-18,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2019-12-18,2019-12-20,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2020-01-13,2020-01-15,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2020-01-20,2020-01-22,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2020-03-20,2020-03-24,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2020-03-24,2020-03-26,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2020-09-07,2020-09-09,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2026-04-24,2026-04-28,NOT_NEXT_SESSION(missed=1)
LICNFNHGP.NS,2026-07-28,2026-07-30,NOT_NEXT_SESSION(missed=1)
LINC.NS,2018-07-03,2018-07-05,NOT_NEXT_SESSION(missed=1)
LOYALTEX.NS,2026-05-11,2026-05-13,NOT_NEXT_SESSION(missed=1)
LOYALTEX.NS,2026-05-20,2026-05-25,NOT_NEXT_SESSION(missed=2)
LOYALTEX.NS,2026-06-08,2026-06-10,NOT_NEXT_SESSION(missed=1)
LOYALTEX.NS,2026-06-18,2026-06-22,NOT_NEXT_SESSION(missed=1)
LOYALTEX.NS,2026-07-29,2026-07-31,NOT_NEXT_SESSION(missed=1)
LOYALTEX.NS,2026-08-24,2026-08-26,NOT_NEXT_SESSION(missed=1)
LPDC.NS,2019-12-05,2019-12-09,NOT_NEXT_SESSION(missed=1)
LPDC.NS,2020-02-17,2020-02-19,NOT_NEXT_SESSION(missed=1)
LPDC.NS,2020-03-19,2020-03-24,NOT_NEXT_SESSION(missed=2)
LPDC.NS,2020-05-06,2020-05-08,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-08-20,2019-08-22,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-08-22,2019-08-26,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-08-30,2019-09-04,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-09-04,2019-09-09,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2019-09-09,2019-09-16,NOT_NEXT_SESSION(missed=3)
MACPOWER.NS,2019-09-18,2019-09-20,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-09-25,2019-09-27,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-09-30,2019-10-07,NOT_NEXT_SESSION(missed=3)
MACPOWER.NS,2019-10-09,2019-10-11,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-10-14,2019-10-16,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-10-16,2019-10-22,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2019-10-22,2019-10-24,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-10-25,2019-10-29,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-11-05,2019-11-08,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2019-11-08,2019-11-13,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-12-13,2019-12-17,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-12-18,2019-12-20,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2019-12-23,2019-12-27,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2020-01-01,2020-01-06,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2020-01-07,2020-01-09,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-01-09,2020-01-13,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-01-14,2020-01-20,NOT_NEXT_SESSION(missed=3)
MACPOWER.NS,2020-01-27,2020-01-29,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-01-31,2020-02-07,NOT_NEXT_SESSION(missed=5)
MACPOWER.NS,2020-02-12,2020-02-25,NOT_NEXT_SESSION(missed=7)
MACPOWER.NS,2020-02-26,2020-02-28,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-03-06,2020-03-11,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-03-24,2020-03-26,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-04-01,2020-04-07,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-04-23,2020-04-27,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-04-27,2020-04-29,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-05-07,2020-05-12,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2020-06-30,2020-07-03,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2020-07-09,2020-07-13,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-07-13,2020-07-15,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-07-15,2020-07-17,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-07-23,2020-07-27,NOT_NEXT_SESSION(missed=1)
MACPOWER.NS,2020-07-27,2020-07-30,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2020-07-30,2020-08-04,NOT_NEXT_SESSION(missed=2)
MACPOWER.NS,2024-10-24,2024-10-28,NOT_NEXT_SESSION(missed=1)
MAGADSUGAR.NS,2018-11-30,2019-01-09,NOT_NEXT_SESSION(missed=26)
MAGNUM.NS,2020-01-17,2020-01-21,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2020-01-21,2020-01-23,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2020-01-31,2020-02-03,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2020-03-04,2020-03-06,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2020-03-20,2020-03-24,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2020-03-27,2020-04-03,NOT_NEXT_SESSION(missed=3)
MAGNUM.NS,2020-04-03,2020-04-08,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2020-04-17,2020-04-21,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2020-04-28,2020-04-30,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2020-07-27,2020-07-29,NOT_NEXT_SESSION(missed=1)
MAGNUM.NS,2021-07-16,2021-07-26,NOT_NEXT_SESSION(missed=4)
MAGNUM.NS,2023-07-20,2023-07-24,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2019-07-19,2019-07-23,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2019-07-24,2019-07-31,NOT_NEXT_SESSION(missed=4)
MAHAPEXLTD.NS,2019-08-06,2019-08-09,NOT_NEXT_SESSION(missed=2)
MAHAPEXLTD.NS,2019-10-14,2019-10-16,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2019-10-23,2019-10-25,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2019-10-29,2019-10-31,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2019-10-31,2019-11-05,NOT_NEXT_SESSION(missed=2)
MAHAPEXLTD.NS,2019-11-19,2019-11-21,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2020-01-10,2020-01-14,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2020-01-14,2020-01-16,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2020-01-21,2020-01-23,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2020-02-12,2020-02-14,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2020-03-03,2020-03-05,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2020-03-11,2020-03-13,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2020-03-17,2020-03-19,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2020-05-21,2020-05-27,NOT_NEXT_SESSION(missed=2)
MAHAPEXLTD.NS,2020-07-08,2020-07-13,NOT_NEXT_SESSION(missed=2)
MAHAPEXLTD.NS,2020-08-13,2020-08-17,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2021-02-23,2021-02-25,NOT_NEXT_SESSION(missed=1)
MAHAPEXLTD.NS,2023-07-05,2023-07-10,NOT_NEXT_SESSION(missed=2)
MAHAPEXLTD.NS,2023-07-10,2023-07-17,NOT_NEXT_SESSION(missed=4)
MAHAPEXLTD.NS,2023-07-17,2023-07-24,NOT_NEXT_SESSION(missed=4)
MAHAPEXLTD.NS,2026-03-19,2026-03-20,EXTREME_RETURN
MAHSCOOTER.NS,2024-10-24,2024-10-29,NOT_NEXT_SESSION(missed=2)
MAHSCOOTER.NS,2025-10-28,2025-10-31,NOT_NEXT_SESSION(missed=2)
MANAKCOAT.NS,2019-10-25,2019-10-29,NOT_NEXT_SESSION(missed=1)
MANAKCOAT.NS,2020-03-19,2020-03-23,NOT_NEXT_SESSION(missed=1)
MANAKCOAT.NS,2020-03-30,2020-04-01,NOT_NEXT_SESSION(missed=1)
MANAKCOAT.NS,2020-04-20,2020-04-22,NOT_NEXT_SESSION(missed=1)
MANAKCOAT.NS,2020-05-18,2020-05-21,NOT_NEXT_SESSION(missed=2)
MANAKCOAT.NS,2024-10-24,2024-10-28,NOT_NEXT_SESSION(missed=1)
MARALOVER.NS,2019-04-03,2019-04-05,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-08-06,2020-08-10,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-08-19,2020-08-21,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-08-24,2020-08-26,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-08-28,2020-09-11,NOT_NEXT_SESSION(missed=9)
MASKINVEST.NS,2020-09-11,2020-09-15,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-09-15,2020-09-17,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-09-17,2020-10-01,NOT_NEXT_SESSION(missed=9)
MASKINVEST.NS,2020-10-01,2020-10-07,NOT_NEXT_SESSION(missed=2)
MASKINVEST.NS,2020-10-09,2020-10-13,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-10-26,2020-10-30,NOT_NEXT_SESSION(missed=3)
MASKINVEST.NS,2020-11-02,2020-11-09,NOT_NEXT_SESSION(missed=4)
MASKINVEST.NS,2020-11-09,2020-11-11,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-12-01,2020-12-03,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-12-08,2020-12-10,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2020-12-22,2020-12-31,NOT_NEXT_SESSION(missed=5)
MASKINVEST.NS,2021-01-05,2021-01-07,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-01-07,2021-01-11,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-01-11,2021-01-15,NOT_NEXT_SESSION(missed=3)
MASKINVEST.NS,2021-01-15,2021-01-21,NOT_NEXT_SESSION(missed=3)
MASKINVEST.NS,2021-01-25,2021-01-29,NOT_NEXT_SESSION(missed=2)
MASKINVEST.NS,2021-02-01,2021-02-04,NOT_NEXT_SESSION(missed=2)
MASKINVEST.NS,2021-02-08,2021-02-10,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-02-15,2021-02-18,NOT_NEXT_SESSION(missed=2)
MASKINVEST.NS,2021-02-18,2021-02-22,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-02-22,2021-02-25,NOT_NEXT_SESSION(missed=2)
MASKINVEST.NS,2021-02-26,2021-03-02,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-03-15,2021-03-17,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-03-18,2021-03-23,NOT_NEXT_SESSION(missed=2)
MASKINVEST.NS,2021-03-23,2021-03-31,NOT_NEXT_SESSION(missed=4)
MASKINVEST.NS,2021-03-31,2021-04-05,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-04-05,2021-04-12,NOT_NEXT_SESSION(missed=4)
MASKINVEST.NS,2021-04-19,2021-04-22,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-04-22,2021-04-26,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-04-30,2021-05-04,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-05-17,2021-05-19,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2021-11-23,2021-11-25,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2022-05-10,2022-05-12,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2022-05-13,2022-05-17,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2022-05-26,2022-05-30,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2022-06-10,2022-06-14,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2022-06-20,2022-06-22,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2022-06-29,2022-07-01,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2022-07-25,2022-09-07,NOT_NEXT_SESSION(missed=28)
MASKINVEST.NS,2022-09-07,2022-09-14,NOT_NEXT_SESSION(missed=4)
MASKINVEST.NS,2023-03-08,2023-03-10,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2023-04-27,2023-05-02,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2023-05-02,2023-05-15,NOT_NEXT_SESSION(missed=8)
MASKINVEST.NS,2023-05-15,2023-05-18,NOT_NEXT_SESSION(missed=2)
MASKINVEST.NS,2023-05-18,2023-06-07,NOT_NEXT_SESSION(missed=13)
MASKINVEST.NS,2023-06-07,2023-06-12,NOT_NEXT_SESSION(missed=2)
MASKINVEST.NS,2023-07-06,2023-07-10,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2023-07-12,2023-07-14,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2023-07-21,2023-07-25,NOT_NEXT_SESSION(missed=1)
MASKINVEST.NS,2023-08-07,2023-08-09,NOT_NEXT_SESSION(missed=1)
