symbol,prediction_session,target_session,exclusion_reason
GLFL.NS,2021-12-27,2022-01-03,NOT_NEXT_SESSION(missed=4)
GLFL.NS,2022-01-03,2022-01-10,NOT_NEXT_SESSION(missed=4)
GLFL.NS,2022-01-10,2022-01-17,NOT_NEXT_SESSION(missed=4)
GLFL.NS,2022-01-17,2022-01-24,NOT_NEXT_SESSION(missed=4)
GLFL.NS,2022-01-24,2022-02-15,NOT_NEXT_SESSION(missed=14)
GLFL.NS,2022-02-15,2022-02-17,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2022-03-07,2022-03-10,NOT_NEXT_SESSION(missed=2)
GLFL.NS,2022-04-19,2022-04-28,NOT_NEXT_SESSION(missed=6)
GLFL.NS,2022-04-28,2022-05-09,NOT_NEXT_SESSION(missed=5)
GLFL.NS,2022-05-19,2022-05-24,NOT_NEXT_SESSION(missed=2)
GLFL.NS,2022-05-24,2022-05-26,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2022-09-21,2022-09-23,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2022-09-29,2022-10-03,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2023-02-14,2023-02-16,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2023-02-23,2023-02-27,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2023-03-27,2023-03-29,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2023-03-29,2023-04-03,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2023-04-18,2023-04-21,NOT_NEXT_SESSION(missed=2)
GLFL.NS,2023-05-04,2023-05-08,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2023-05-25,2023-05-29,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2023-06-12,2023-06-14,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2023-08-17,2023-08-21,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-02-05,2025-02-07,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-02-13,2025-02-17,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-02-17,2025-02-24,NOT_NEXT_SESSION(missed=4)
GLFL.NS,2025-02-24,2025-03-10,NOT_NEXT_SESSION(missed=8)
GLFL.NS,2025-03-10,2025-03-12,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-04-29,2025-05-02,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-05-14,2025-05-16,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-06-06,2025-06-10,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-07-09,2025-07-11,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-10-29,2025-11-03,NOT_NEXT_SESSION(missed=2)
GLFL.NS,2025-11-03,2025-11-10,NOT_NEXT_SESSION(missed=3)
GLFL.NS,2025-11-10,2025-11-17,NOT_NEXT_SESSION(missed=4)
GLFL.NS,2025-11-17,2025-12-01,NOT_NEXT_SESSION(missed=9)
GLFL.NS,2025-12-01,2025-12-08,NOT_NEXT_SESSION(missed=4)
GLFL.NS,2025-12-08,2025-12-10,NOT_NEXT_SESSION(missed=1)
GLFL.NS,2025-12-12,2025-12-22,NOT_NEXT_SESSION(missed=5)
GLFL.NS,2025-12-22,2025-12-29,NOT_NEXT_SESSION(missed=3)
GLFL.NS,2025-12-29,2026-01-05,NOT_NEXT_SESSION(missed=4)
GLFL.NS,2026-01-05,2026-01-12,NOT_NEXT_SESSION(missed=4)
GLOBAL.NS,2022-06-20,2022-06-21,EXTREME_RETURN
GLOBE.NS,2023-06-20,2023-06-26,NOT_NEXT_SESSION(missed=3)
GLOBE.NS,2023-06-26,2023-07-03,NOT_NEXT_SESSION(missed=3)
GLOBE.NS,2023-07-03,2023-07-10,NOT_NEXT_SESSION(missed=4)
GLOBE.NS,2023-07-10,2023-07-17,NOT_NEXT_SESSION(missed=4)
GLOBE.NS,2023-07-17,2023-07-24,NOT_NEXT_SESSION(missed=4)
GOKUL.NS,2019-01-07,2019-02-21,NOT_NEXT_SESSION(missed=32)
GOKULAGRO.NS,2019-01-07,2019-02-21,NOT_NEXT_SESSION(missed=32)
GROBTEA.NS,2018-12-04,2018-12-06,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2018-12-17,2018-12-19,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2019-05-13,2019-05-15,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2019-06-25,2019-06-27,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2019-07-02,2019-07-04,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2019-07-09,2019-07-11,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2019-07-19,2019-07-23,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2019-08-02,2019-08-06,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2019-08-21,2019-08-23,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2019-11-07,2019-11-11,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2020-07-24,2020-07-28,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2023-05-04,2023-05-08,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2023-06-07,2023-06-09,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2024-03-01,2024-03-04,NOT_NEXT_SESSION(missed=1)
GROBTEA.NS,2025-10-20,2025-10-23,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2018-12-13,2018-12-17,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2018-12-18,2018-12-20,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2019-01-10,2019-01-14,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2019-05-20,2019-05-22,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2019-09-30,2019-10-03,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2019-10-09,2019-10-11,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2019-10-14,2019-10-16,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2019-12-19,2019-12-23,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2020-07-09,2020-07-13,NOT_NEXT_SESSION(missed=1)
GRPLTD.NS,2024-10-24,2024-10-28,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-03-12,2026-03-16,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-03-27,2026-04-01,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-04-07,2026-04-09,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-04-20,2026-04-22,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-04-28,2026-04-30,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-05-04,2026-05-07,NOT_NEXT_SESSION(missed=2)
GSEC10ABSL.NS,2026-05-07,2026-05-11,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-05-12,2026-05-19,NOT_NEXT_SESSION(missed=4)
GSEC10ABSL.NS,2026-05-19,2026-05-21,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-05-29,2026-06-02,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-06-02,2026-06-11,NOT_NEXT_SESSION(missed=6)
GSEC10ABSL.NS,2026-06-15,2026-06-17,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-06-17,2026-06-19,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-06-22,2026-06-25,NOT_NEXT_SESSION(missed=2)
GSEC10ABSL.NS,2026-06-25,2026-06-30,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-07-01,2026-07-03,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-07-10,2026-07-14,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-07-17,2026-07-21,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-07-22,2026-07-27,NOT_NEXT_SESSION(missed=2)
GSEC10ABSL.NS,2026-07-28,2026-07-31,NOT_NEXT_SESSION(missed=2)
GSEC10ABSL.NS,2026-08-03,2026-08-06,NOT_NEXT_SESSION(missed=2)
GSEC10ABSL.NS,2026-08-06,2026-08-10,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-08-10,2026-08-21,NOT_NEXT_SESSION(missed=8)
GSEC10ABSL.NS,2026-08-24,2026-08-26,NOT_NEXT_SESSION(missed=1)
GSEC10ABSL.NS,2026-08-26,2026-08-28,NOT_NEXT_SESSION(missed=1)
GSEC10YEAR.NS,2026-05-26,2026-05-29,NOT_NEXT_SESSION(missed=1)
GTL.NS,2019-01-16,2019-02-21,NOT_NEXT_SESSION(missed=25)
GTL.NS,2020-06-18,2020-06-22,NOT_NEXT_SESSION(missed=1)
GTL.NS,2020-06-22,2020-06-29,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-06-29,2020-07-06,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-07-06,2020-07-13,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-07-13,2020-07-20,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-07-20,2020-07-27,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-07-27,2020-08-03,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-08-03,2020-08-10,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-08-10,2020-08-17,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-08-17,2020-08-24,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-08-24,2020-08-31,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-08-31,2020-09-07,NOT_NEXT_SESSION(missed=4)
GTL.NS,2020-09-07,2020-09-14,NOT_NEXT_SESSION(missed=4)
GUJRAFFIA.NS,2019-09-12,2019-09-16,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2019-09-16,2019-09-18,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2019-09-25,2019-09-27,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2019-09-27,2019-10-10,NOT_NEXT_SESSION(missed=6)
GUJRAFFIA.NS,2019-10-14,2019-10-17,NOT_NEXT_SESSION(missed=2)
GUJRAFFIA.NS,2019-10-22,2019-10-31,NOT_NEXT_SESSION(missed=6)
GUJRAFFIA.NS,2019-11-05,2019-11-07,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2019-11-07,2019-11-11,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2019-11-13,2019-11-20,NOT_NEXT_SESSION(missed=4)
GUJRAFFIA.NS,2019-11-25,2019-11-27,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2019-11-29,2019-12-05,NOT_NEXT_SESSION(missed=3)
GUJRAFFIA.NS,2019-12-05,2019-12-09,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2019-12-09,2019-12-16,NOT_NEXT_SESSION(missed=4)
GUJRAFFIA.NS,2019-12-16,2019-12-20,NOT_NEXT_SESSION(missed=3)
GUJRAFFIA.NS,2019-12-23,2019-12-26,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2019-12-27,2020-01-10,NOT_NEXT_SESSION(missed=9)
GUJRAFFIA.NS,2020-01-10,2020-01-14,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-01-14,2020-01-16,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-01-16,2020-01-20,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-02-26,2020-02-28,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-03-06,2020-03-11,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-03-20,2020-03-26,NOT_NEXT_SESSION(missed=3)
GUJRAFFIA.NS,2020-03-26,2020-03-30,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-04-01,2020-04-07,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-04-08,2020-04-13,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-04-20,2020-04-22,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-04-22,2020-04-24,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-05-27,2020-05-29,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-06-11,2020-06-15,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-07-09,2020-07-13,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-09-07,2020-09-10,NOT_NEXT_SESSION(missed=2)
GUJRAFFIA.NS,2020-09-16,2020-09-18,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-09-21,2020-09-23,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-09-25,2020-09-29,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2020-11-25,2020-11-27,NOT_NEXT_SESSION(missed=1)
GUJRAFFIA.NS,2023-03-23,2023-03-27,NOT_NEXT_SESSION(missed=1)
HALEOSLABS.NS,2026-08-19,2026-08-21,NOT_NEXT_SESSION(missed=1)
HAVISHA.NS,2019-10-25,2019-10-29,NOT_NEXT_SESSION(missed=1)
HAVISHA.NS,2019-11-19,2019-11-21,NOT_NEXT_SESSION(missed=1)
HAVISHA.NS,2020-01-31,2020-02-03,NOT_NEXT_SESSION(missed=1)
HAVISHA.NS,2020-02-20,2020-02-25,NOT_NEXT_SESSION(missed=1)
HBSL.NS,2019-09-16,2019-09-24,NOT_NEXT_SESSION(missed=5)
HBSL.NS,2019-10-11,2019-10-15,NOT_NEXT_SESSION(missed=1)
HBSL.NS,2019-10-18,2019-10-24,NOT_NEXT_SESSION(missed=2)
HBSL.NS,2019-10-25,2019-10-29,NOT_NEXT_SESSION(missed=1)
HBSL.NS,2019-11-01,2019-11-06,NOT_NEXT_SESSION(missed=2)
HBSL.NS,2019-11-06,2019-11-14,NOT_NEXT_SESSION(missed=4)
HBSL.NS,2019-11-18,2019-11-22,NOT_NEXT_SESSION(missed=3)
HBSL.NS,2019-11-22,2019-11-26,NOT_NEXT_SESSION(missed=1)
HBSL.NS,2019-11-27,2019-11-29,NOT_NEXT_SESSION(missed=1)
HBSL.NS,2019-12-03,2019-12-06,NOT_NEXT_SESSION(missed=2)
HBSL.NS,2019-12-09,2019-12-12,NOT_NEXT_SESSION(missed=2)
