symbol,prediction_session,target_session,calendar_gap_days,missed_market_sessions,classification
GUJRAFFIA.NS,2020-04-08,2020-04-13,5,1,SHORT_INACTIVITY
GUJRAFFIA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
GULFOILLUB.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
GULFOILLUB.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
GULFOILLUB.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
GULPOLY.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
GULPOLY.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
GULPOLY.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
GVPIL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
GVPIL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
GVPIL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
GVT&D.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
GVT&D.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
GVT&D.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HAL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HAL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HALEOSLABS.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HALEOSLABS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HALEOSLABS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HAPPSTMNDS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HARDWYN.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HARIOMPIPE.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HARRMALAYA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HARRMALAYA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HARRMALAYA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HATHWAY.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HATHWAY.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HATHWAY.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HATSUN.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HATSUN.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HATSUN.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HAVELLS.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HAVELLS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HAVELLS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HAVISHA.NS,2020-02-20,2020-02-25,5,1,SHORT_INACTIVITY
HAVISHA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HBLENGINE.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HBLENGINE.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HBLENGINE.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HBSL.NS,2019-07-12,2019-07-17,5,2,SHORT_INACTIVITY
HBSL.NS,2019-11-01,2019-11-06,5,2,SHORT_INACTIVITY
HBSL.NS,2020-02-07,2020-02-12,5,2,SHORT_INACTIVITY
HBSL.NS,2020-03-06,2020-03-11,5,1,SHORT_INACTIVITY
HBSL.NS,2020-07-23,2020-07-28,5,2,SHORT_INACTIVITY
HBSL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HCC.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HCC.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HCC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HCG.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HCG.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HCG.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HCL-INSYS.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HCL-INSYS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HCL-INSYS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HCLTECH.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HCLTECH.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HCLTECH.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HDFCAMC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HDFCBANK.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HDFCBANK.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HDFCBANK.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HDFCLIFE.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HDFCLIFE.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HDFCNIFBAN.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEADSUP.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HEADSUP.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HEADSUP.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEALTHAXIS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEALTHX.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HEALTHX.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HEALTHX.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEALTHY.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HECPROJECT.NS,2016-10-05,2016-10-10,5,2,LISTING_BOUNDARY
HECPROJECT.NS,2016-10-20,2016-10-25,5,2,LISTING_BOUNDARY
HECPROJECT.NS,2016-11-10,2016-11-15,5,1,LISTING_BOUNDARY
HECPROJECT.NS,2017-03-02,2017-03-07,5,2,SHORT_INACTIVITY
HECPROJECT.NS,2017-04-12,2017-04-17,5,1,SHORT_INACTIVITY
HECPROJECT.NS,2017-11-24,2017-11-29,5,2,SHORT_INACTIVITY
HECPROJECT.NS,2018-01-17,2018-01-22,5,2,SHORT_INACTIVITY
HECPROJECT.NS,2018-02-14,2018-02-19,5,2,SHORT_INACTIVITY
HECPROJECT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEG.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HEG.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HEG.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEIDELBERG.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HEIDELBERG.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HEIDELBERG.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEMIPROP.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HERANBA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HERITGFOOD.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HERITGFOOD.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HERITGFOOD.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEROMOTOCO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HEROMOTOCO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HEROMOTOCO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HESTERBIO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HESTERBIO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HESTERBIO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HEXATRADEX.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HEXATRADEX.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HEXATRADEX.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HFCL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HFCL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HFCL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HGINFRA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HGINFRA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HGM.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HGM.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HGM.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HGS.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HGS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HGS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HIKAL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HIKAL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HIKAL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HILTON.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HILTON.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HILTON.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HIMATSEIDE.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HIMATSEIDE.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HIMATSEIDE.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDALCO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HINDALCO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HINDALCO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDCOMPOS.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HINDCOMPOS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HINDCOMPOS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDCON.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HINDCON.NS,2018-06-01,2018-06-06,5,2,SHORT_INACTIVITY
HINDCON.NS,2018-06-29,2018-07-04,5,2,SHORT_INACTIVITY
HINDCON.NS,2018-07-11,2018-07-16,5,2,SHORT_INACTIVITY
HINDCON.NS,2018-10-25,2018-10-30,5,2,SHORT_INACTIVITY
HINDCON.NS,2019-03-20,2019-03-25,5,1,SHORT_INACTIVITY
HINDCON.NS,2019-05-24,2019-05-29,5,2,SHORT_INACTIVITY
HINDCON.NS,2019-05-30,2019-06-04,5,2,SHORT_INACTIVITY
HINDCON.NS,2019-06-13,2019-06-18,5,2,SHORT_INACTIVITY
HINDCON.NS,2020-01-23,2020-01-28,5,2,SHORT_INACTIVITY
HINDCON.NS,2020-03-25,2020-03-30,5,2,SHORT_INACTIVITY
HINDCON.NS,2020-06-17,2020-06-22,5,2,SHORT_INACTIVITY
HINDCON.NS,2020-10-14,2020-10-19,5,2,SHORT_INACTIVITY
HINDCON.NS,2020-11-26,2020-12-01,5,1,SHORT_INACTIVITY
HINDCON.NS,2020-12-31,2021-01-05,5,2,SHORT_INACTIVITY
HINDCON.NS,2021-01-27,2021-02-01,5,2,SHORT_INACTIVITY
HINDCON.NS,2021-03-26,2021-03-31,5,1,SHORT_INACTIVITY
HINDCON.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDCOPPER.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HINDCOPPER.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HINDCOPPER.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDOILEXP.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HINDOILEXP.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HINDOILEXP.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDPETRO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HINDPETRO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HINDPETRO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDUNILVR.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HINDUNILVR.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HINDUNILVR.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDWAREAP.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HINDZINC.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HINDZINC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HIRECT.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HIRECT.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HIRECT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HISARMETAL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HISARMETAL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HISARMETAL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HITECH.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HLEGLAS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HLVLTD.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HLVLTD.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HLVLTD.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HNDFDS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HOMEFIRST.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HOMEFIRST.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HONAUT.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HONAUT.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HONAUT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HONDAPOWER.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HONDAPOWER.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HONDAPOWER.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HPAL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HPIL.NS,2020-03-25,2020-03-30,5,2,SHORT_INACTIVITY
HPIL.NS,2020-09-03,2020-09-08,5,2,SHORT_INACTIVITY
HPIL.NS,2021-06-04,2021-06-09,5,2,SHORT_INACTIVITY
HPIL.NS,2022-02-16,2022-02-21,5,2,SHORT_INACTIVITY
HPIL.NS,2022-03-17,2022-03-22,5,1,SHORT_INACTIVITY
HPIL.NS,2022-03-24,2022-03-29,5,2,SHORT_INACTIVITY
HPIL.NS,2022-05-13,2022-05-18,5,2,SHORT_INACTIVITY
HPIL.NS,2022-07-08,2022-07-13,5,2,SHORT_INACTIVITY
HPL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HPL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HPL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HSCL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HSCL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HSCL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HTMEDIA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HTMEDIA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HTMEDIA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HUBTOWN.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HUBTOWN.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HUBTOWN.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HUDCO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HUDCO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HUDCO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
HUHTAMAKI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
HUHTAMAKI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
HUHTAMAKI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IBULLSLTD.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IBULLSLTD.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IBULLSLTD.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IBULLSLTD.NS,2024-12-11,2024-12-16,5,2,SHORT_INACTIVITY
ICDSLTD.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ICDSLTD.NS,2023-09-29,2023-10-04,5,1,SHORT_INACTIVITY
ICEMAKE.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ICEMAKE.NS,2018-10-26,2018-10-31,5,2,SHORT_INACTIVITY
ICEMAKE.NS,2019-03-20,2019-03-25,5,1,SHORT_INACTIVITY
ICEMAKE.NS,2019-03-29,2019-04-03,5,2,SHORT_INACTIVITY
ICEMAKE.NS,2019-06-14,2019-06-19,5,2,SHORT_INACTIVITY
ICEMAKE.NS,2019-11-15,2019-11-20,5,2,SHORT_INACTIVITY
ICEMAKE.NS,2020-02-07,2020-02-12,5,2,SHORT_INACTIVITY
ICEMAKE.NS,2020-04-24,2020-04-29,5,2,SHORT_INACTIVITY
ICEMAKE.NS,2020-04-30,2020-05-05,5,1,SHORT_INACTIVITY
ICEMAKE.NS,2020-06-10,2020-06-15,5,2,SHORT_INACTIVITY
ICEMAKE.NS,2020-09-25,2020-09-30,5,2,SHORT_INACTIVITY
ICEMAKE.NS,2020-10-01,2020-10-06,5,1,SHORT_INACTIVITY
ICEMAKE.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ICICIB22.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ICICIB22.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ICICIBANK.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ICICIBANK.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ICICIBANK.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ICICIGI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ICICIGI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ICICIGI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ICICIPRULI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ICICIPRULI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ICICIPRULI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ICIL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ICIL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ICIL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ICRA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ICRA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ICRA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IDBI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IDBI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IDBI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IDEA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IDEA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IDEA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IDFCFIRSTB.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IDFCFIRSTB.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IDFCFIRSTB.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IEX.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IEX.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IFBAGRO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IFBAGRO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IFBAGRO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IFBIND.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IFBIND.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IFBIND.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IFCI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IFCI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IFCI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IFGLEXPOR.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IFGLEXPOR.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IGARASHI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IGARASHI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IGARASHI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IGL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IGL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IGL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IGPL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IGPL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IGPL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IIFL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IIFL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IIFL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IIFLCAPS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IITL.NS,2017-02-17,2017-02-22,5,2,SHORT_INACTIVITY
IITL.NS,2017-06-22,2017-06-27,5,1,SHORT_INACTIVITY
IITL.NS,2017-06-30,2017-07-05,5,2,SHORT_INACTIVITY
IITL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IITL.NS,2017-12-21,2017-12-26,5,1,SHORT_INACTIVITY
IITL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IITL.NS,2019-06-27,2019-07-02,5,2,SHORT_INACTIVITY
IITL.NS,2019-08-09,2019-08-14,5,1,SHORT_INACTIVITY
IITL.NS,2019-09-20,2019-09-25,5,2,SHORT_INACTIVITY
IITL.NS,2020-03-12,2020-03-17,5,2,SHORT_INACTIVITY
IITL.NS,2020-04-08,2020-04-13,5,1,SHORT_INACTIVITY
IITL.NS,2020-04-16,2020-04-21,5,2,SHORT_INACTIVITY
IITL.NS,2020-05-21,2020-05-26,5,1,SHORT_INACTIVITY
IITL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IMAGICAA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IMAGICAA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IMAGICAA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IMFA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IMFA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IMFA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IMPAL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IMPAL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IMPAL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INCREDIBLE.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INCREDIBLE.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INCREDIBLE.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDBANK.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDBANK.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDBANK.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDHOTEL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDHOTEL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDHOTEL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDIACEM.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDIACEM.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDIACEM.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDIAGLYCO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDIAGLYCO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDIAGLYCO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDIAMART.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDIANB.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDIANB.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDIANB.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDIANCARD.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDIANCARD.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDIANCARD.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDIANHUME.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDIANHUME.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDIANHUME.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDIGO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDIGO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
