symbol,prediction_session,target_session,calendar_gap_days,missed_market_sessions,classification
INDIGO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDIGOPNTS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDNIPPON.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDNIPPON.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDNIPPON.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDOBORAX.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDOCO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDOCO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDOCO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDORAMA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDORAMA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDORAMA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDOSTAR.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDOTECH.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDOTECH.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDOTECH.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDOTHAI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDOTHAI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDOTHAI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDOWIND.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDOWIND.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDOWIND.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDOWIND.NS,2023-01-04,2023-01-09,5,2,SHORT_INACTIVITY
INDRAMEDCO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDRAMEDCO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDRAMEDCO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDSWFTLAB.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDSWFTLAB.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDSWFTLAB.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDTERRAIN.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDTERRAIN.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDTERRAIN.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDUSINDBK.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDUSINDBK.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDUSINDBK.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INDUSTOWER.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INDUSTOWER.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INDUSTOWER.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INFOBEAN.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INFOBEAN.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INFOBEAN.NS,2018-04-18,2018-04-23,5,2,SHORT_INACTIVITY
INFOBEAN.NS,2018-06-28,2018-07-03,5,2,SHORT_INACTIVITY
INFOBEAN.NS,2018-08-08,2018-08-13,5,2,SHORT_INACTIVITY
INFOBEAN.NS,2018-08-30,2018-09-04,5,2,SHORT_INACTIVITY
INFOBEAN.NS,2018-09-14,2018-09-19,5,2,SHORT_INACTIVITY
INFOBEAN.NS,2018-11-15,2018-11-20,5,2,SHORT_INACTIVITY
INFOBEAN.NS,2019-03-29,2019-04-03,5,2,SHORT_INACTIVITY
INFOBEAN.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INFOMEDIA.NS,2021-03-17,2021-03-22,5,2,SHORT_INACTIVITY
INFOMEDIA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INFOMEDIA.NS,2022-09-01,2022-09-06,5,2,SHORT_INACTIVITY
INFOMEDIA.NS,2025-06-11,2025-06-16,5,2,SHORT_INACTIVITY
INFY.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INFY.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INFY.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INGERRAND.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INGERRAND.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INGERRAND.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INNOVANA.NS,2018-03-22,2018-03-27,5,2,SHORT_INACTIVITY
INNOVANA.NS,2018-05-25,2018-05-30,5,2,SHORT_INACTIVITY
INNOVANA.NS,2018-06-01,2018-06-06,5,2,SHORT_INACTIVITY
INNOVANA.NS,2018-08-30,2018-09-04,5,2,SHORT_INACTIVITY
INNOVANA.NS,2019-08-02,2019-08-07,5,2,SHORT_INACTIVITY
INNOVANA.NS,2019-08-16,2019-08-21,5,2,SHORT_INACTIVITY
INNOVANA.NS,2019-12-18,2019-12-23,5,2,SHORT_INACTIVITY
INNOVANA.NS,2020-01-10,2020-01-15,5,2,SHORT_INACTIVITY
INNOVANA.NS,2020-01-24,2020-01-29,5,2,SHORT_INACTIVITY
INNOVANA.NS,2020-02-12,2020-02-17,5,2,SHORT_INACTIVITY
INNOVANA.NS,2020-04-08,2020-04-13,5,1,SHORT_INACTIVITY
INNOVANA.NS,2020-06-24,2020-06-29,5,2,SHORT_INACTIVITY
INNOVANA.NS,2020-10-30,2020-11-04,5,2,SHORT_INACTIVITY
INNOVANA.NS,2020-11-13,2020-11-18,5,2,SHORT_INACTIVITY
INNOVANA.NS,2021-03-17,2021-03-22,5,2,SHORT_INACTIVITY
INNOVANA.NS,2021-06-03,2021-06-08,5,2,SHORT_INACTIVITY
INNOVANA.NS,2021-09-24,2021-09-29,5,2,SHORT_INACTIVITY
INNOVANA.NS,2021-11-17,2021-11-22,5,1,SHORT_INACTIVITY
INNOVANA.NS,2021-12-17,2021-12-22,5,2,SHORT_INACTIVITY
INNOVANA.NS,2022-06-01,2022-06-06,5,2,SHORT_INACTIVITY
INNOVANA.NS,2022-06-10,2022-06-15,5,2,SHORT_INACTIVITY
INNOVANA.NS,2022-06-15,2022-06-20,5,2,SHORT_INACTIVITY
INNOVANA.NS,2022-07-22,2022-07-27,5,2,SHORT_INACTIVITY
INNOVANA.NS,2022-07-27,2022-08-01,5,2,SHORT_INACTIVITY
INNOVANA.NS,2022-10-12,2022-10-17,5,2,SHORT_INACTIVITY
INNOVANA.NS,2023-02-09,2023-02-14,5,2,SHORT_INACTIVITY
INNOVANA.NS,2023-03-09,2023-03-14,5,2,SHORT_INACTIVITY
INNOVANA.NS,2023-04-05,2023-04-10,5,1,SHORT_INACTIVITY
INNOVANA.NS,2023-04-13,2023-04-18,5,1,SHORT_INACTIVITY
INNOVANA.NS,2023-11-15,2023-11-20,5,2,SHORT_INACTIVITY
INOXWIND.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INOXWIND.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INOXWIND.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INSECTICID.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INSECTICID.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INSECTICID.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INSPIRISYS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INSPIRISYS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INSPIRISYS.NS,2024-04-10,2024-04-15,5,1,SHORT_INACTIVITY
INTELLECT.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INTELLECT.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INTELLECT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INTENTECH.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INTENTECH.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INTENTECH.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INTLCONV.NS,2016-09-23,2016-09-28,5,2,SHORT_INACTIVITY
INTLCONV.NS,2016-09-29,2016-10-04,5,2,SHORT_INACTIVITY
INTLCONV.NS,2016-11-04,2016-11-09,5,2,SHORT_INACTIVITY
INTLCONV.NS,2016-12-23,2016-12-28,5,2,SHORT_INACTIVITY
INTLCONV.NS,2017-01-13,2017-01-18,5,2,SHORT_INACTIVITY
INTLCONV.NS,2017-04-21,2017-04-26,5,2,SHORT_INACTIVITY
INTLCONV.NS,2017-04-27,2017-05-02,5,1,SHORT_INACTIVITY
INTLCONV.NS,2017-06-09,2017-06-14,5,2,SHORT_INACTIVITY
INTLCONV.NS,2017-06-23,2017-06-28,5,1,SHORT_INACTIVITY
INTLCONV.NS,2017-06-30,2017-07-05,5,2,SHORT_INACTIVITY
INTLCONV.NS,2017-08-04,2017-08-09,5,2,SHORT_INACTIVITY
INTLCONV.NS,2017-09-20,2017-09-25,5,2,SHORT_INACTIVITY
INTLCONV.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
INVENTURE.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
INVENTURE.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
INVENTURE.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IOB.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IOB.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IOB.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IOC.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IOC.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IOC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IOLCP.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IOLCP.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IOLCP.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IONEXCHANG.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IPCALAB.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IPCALAB.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IPCALAB.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IPL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IRB.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IRB.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IRB.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IRCON.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IRCTC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IRFC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IRIS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IRISDOREME.NS,2019-03-20,2019-03-25,5,1,SHORT_INACTIVITY
IRISDOREME.NS,2019-08-22,2019-08-27,5,2,SHORT_INACTIVITY
IRISDOREME.NS,2020-09-02,2020-09-07,5,2,SHORT_INACTIVITY
IRISDOREME.NS,2020-09-17,2020-09-22,5,2,SHORT_INACTIVITY
IRISDOREME.NS,2020-09-30,2020-10-05,5,1,SHORT_INACTIVITY
IRISDOREME.NS,2020-12-03,2020-12-08,5,2,SHORT_INACTIVITY
IRISDOREME.NS,2020-12-18,2020-12-23,5,2,SHORT_INACTIVITY
IRISDOREME.NS,2021-01-22,2021-01-27,5,1,SHORT_INACTIVITY
IRISDOREME.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ISFT.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ISFT.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ISFT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ISGEC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ITAXIS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ITC.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ITC.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ITC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ITDC.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ITDC.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ITDC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
ITI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
ITI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
ITI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IVC.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IVC.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IVC.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
IZMO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
IZMO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
IZMO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
J&KBANK.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
J&KBANK.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
J&KBANK.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAGRAN.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAGRAN.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAGRAN.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAGSNPHARM.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAGSNPHARM.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAGSNPHARM.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAIBALAJI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAIBALAJI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAIBALAJI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAICORPLTD.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAICORPLTD.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAICORPLTD.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAIPURKURT.NS,2017-02-02,2017-02-07,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2017-02-10,2017-02-15,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2017-04-27,2017-05-02,5,1,SHORT_INACTIVITY
JAIPURKURT.NS,2017-09-01,2017-09-06,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2017-10-06,2017-10-11,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2017-10-11,2017-10-16,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2017-11-30,2017-12-05,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2017-12-22,2017-12-27,5,1,SHORT_INACTIVITY
JAIPURKURT.NS,2018-03-01,2018-03-06,5,1,SHORT_INACTIVITY
JAIPURKURT.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAIPURKURT.NS,2018-05-23,2018-05-28,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2018-06-14,2018-06-19,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2019-03-07,2019-03-12,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2019-04-18,2019-04-23,5,1,SHORT_INACTIVITY
JAIPURKURT.NS,2019-05-10,2019-05-15,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2019-10-31,2019-11-05,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-03-11,2020-03-16,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-03-27,2020-04-01,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-06-10,2020-06-15,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-08-27,2020-09-01,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-09-09,2020-09-14,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-09-16,2020-09-21,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-09-23,2020-09-28,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-10-22,2020-10-27,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2020-12-24,2020-12-29,5,1,SHORT_INACTIVITY
JAIPURKURT.NS,2021-03-04,2021-03-09,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2021-03-18,2021-03-23,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2021-05-26,2021-05-31,5,2,SHORT_INACTIVITY
JAIPURKURT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAMNAAUTO.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAMNAAUTO.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAMNAAUTO.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JASH.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JASH.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JASH.NS,2018-05-16,2018-05-21,5,2,SHORT_INACTIVITY
JASH.NS,2018-06-22,2018-06-27,5,2,SHORT_INACTIVITY
JASH.NS,2018-07-12,2018-07-17,5,2,SHORT_INACTIVITY
JASH.NS,2018-08-24,2018-08-29,5,2,SHORT_INACTIVITY
JASH.NS,2018-10-17,2018-10-22,5,1,SHORT_INACTIVITY
JASH.NS,2019-09-11,2019-09-16,5,2,SHORT_INACTIVITY
JASH.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAYAGROGN.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAYAGROGN.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAYAGROGN.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAYBARMARU.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAYBARMARU.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAYBARMARU.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAYNECOIND.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAYNECOIND.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAYNECOIND.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JAYSREETEA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JAYSREETEA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JAYSREETEA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JBMA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JBMA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JBMA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JHS.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JHS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JHS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JINDALPHOT.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JINDALPHOT.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JINDALPHOT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JINDALPOLY.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JINDALPOLY.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JINDALPOLY.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JINDALSAW.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JINDALSAW.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JINDALSAW.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JINDALSTEL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JINDALSTEL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JINDALSTEL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JINDRILL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JINDRILL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JINDRILL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JINDWORLD.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JINDWORLD.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JINDWORLD.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JISLDVREQS.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JISLDVREQS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JISLDVREQS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JISLJALEQS.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JISLJALEQS.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JISLJALEQS.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JITFINFRA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JITFINFRA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JITFINFRA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JKCEMENT.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JKCEMENT.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JKCEMENT.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JKIL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JKIL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JKIL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JKLAKSHMI.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JKLAKSHMI.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JKLAKSHMI.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JKPAPER.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JKPAPER.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JKPAPER.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JKTYRE.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JKTYRE.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JKTYRE.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JMA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JMA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JMA.NS,2020-02-20,2020-02-25,5,1,SHORT_INACTIVITY
JMA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JMFINANCIL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JMFINANCIL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JMFINANCIL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JOCIL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JOCIL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JOCIL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JPOLYINVST.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JPOLYINVST.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JPOLYINVST.NS,2019-10-24,2019-10-29,5,2,SHORT_INACTIVITY
JPOLYINVST.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JPPOWER.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JPPOWER.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JPPOWER.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JSL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JSL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JSL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JSLL.NS,2022-07-13,2022-07-18,5,2,SHORT_INACTIVITY
JSLL.NS,2022-11-04,2022-11-09,5,1,SHORT_INACTIVITY
JSWDULUX.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JSWDULUX.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JSWDULUX.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JSWENERGY.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JSWENERGY.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JSWENERGY.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JSWHL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JSWHL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JSWHL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JSWSTEEL.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JSWSTEEL.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JSWSTEEL.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JTEKTINDIA.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JTEKTINDIA.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
JTEKTINDIA.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JTLIND.NS,2022-04-13,2022-04-18,5,0,VALID_LONG_CLOSURE
JUBLFOOD.NS,2017-10-18,2017-10-23,5,0,VALID_LONG_CLOSURE
JUBLFOOD.NS,2018-03-28,2018-04-02,5,0,VALID_LONG_CLOSURE
