symbol,category,instrument_class,in_upstox_master,identity_class,legacy_rows,canonical_rows,intersection_sessions,legacy_only_sessions,canonical_only_sessions,replacement_pct,legacy_first,legacy_last,canonical_first,canonical_last
MAYURUNIQ.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2594,2477,2426,168,51,93.52,2016-01-01,2026-06-25,2016-09-06,2026-09-07
NRBBEARING.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2594,2477,2425,169,52,93.48,2016-01-01,2026-06-25,2016-09-06,2026-09-07
OLECTRA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2594,2477,2425,169,52,93.48,2016-01-01,2026-06-25,2016-09-06,2026-09-07
PAGEIND.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2594,2477,2426,168,51,93.52,2016-01-01,2026-06-25,2016-09-06,2026-09-07
PGHL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2594,2477,2426,168,51,93.52,2016-01-01,2026-06-25,2016-09-06,2026-09-07
VADILALIND.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2594,2477,2426,168,51,93.52,2016-01-01,2026-06-25,2016-09-06,2026-09-07
ASIANPAINT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
ASTRAL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
AXISBANK.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
BAJFINANCE.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
BHARTIARTL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
COFORGE.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
DRREDDY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
GENESYS.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2426,167,51,93.56,2016-01-01,2026-06-25,2016-09-06,2026-09-07
HCLTECH.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
HDFCBANK.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
HINDUNILVR.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
ICICIBANK.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
IFBIND.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
INFY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
ITC.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
KOTAKBANK.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
LT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
MARUTI.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
MUTHOOTFIN.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
NESTLEIND.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
NH.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2426,167,51,93.56,2016-01-06,2026-06-25,2016-09-06,2026-09-07
NTPC.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
PERSISTENT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
PIDILITIND.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
POWERGRID.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
PRECWIRE.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
SBIN.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
SUNPHARMA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
SUNTV.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
TATAELXSI.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
TCS.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
UBL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
ULTRACEMCO.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
VOLTAS.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
WIPRO.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2593,2477,2423,170,54,93.44,2016-01-01,2026-06-22,2016-09-06,2026-09-07
ADVANIHOTR.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2432,160,45,93.83,2016-01-01,2026-07-06,2016-09-06,2026-09-07
ATUL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
BAYERCROP.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
BBTC.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
BLUEDART.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
CANFINHOME.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
CRISIL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
EIHOTEL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
EMAMILTD.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
GODREJIND.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
HIRECT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2423,169,54,93.48,2016-01-01,2026-06-25,2016-09-06,2026-09-07
HONAUT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2426,166,51,93.6,2016-01-01,2026-06-25,2016-09-06,2026-09-07
INDIACEM.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
IOB.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
PANAMAPET.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2426,166,51,93.6,2016-01-01,2026-06-25,2016-09-06,2026-09-07
PHOENIXLTD.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2426,166,51,93.6,2016-01-01,2026-06-25,2016-09-06,2026-09-07
PVRINOX.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
SUDARSCHEM.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2423,169,54,93.48,2016-01-01,2026-06-22,2016-09-06,2026-09-07
SUPRAJIT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2423,169,54,93.48,2016-01-01,2026-06-22,2016-09-06,2026-09-07
TRIDENT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
WHIRLPOOL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
ZYDUSWELL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2592,2477,2422,170,55,93.44,2016-01-01,2026-06-19,2016-09-06,2026-09-07
ASAL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2475,2428,163,47,93.71,2016-01-01,2026-07-06,2016-09-06,2026-09-07
DCMSHRIRAM.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2422,169,55,93.48,2016-01-01,2026-06-19,2016-09-06,2026-09-07
DEEPAKNTR.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2422,169,55,93.48,2016-01-01,2026-06-19,2016-09-06,2026-09-07
JUBLPHARMA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2422,169,55,93.48,2016-01-01,2026-06-19,2016-09-06,2026-09-07
PARACABLES.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2424,167,53,93.55,2016-01-01,2026-06-25,2016-09-06,2026-09-07
PFIZER.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2422,169,55,93.48,2016-01-01,2026-06-19,2016-09-06,2026-09-07
PRIVISCL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2422,169,55,93.48,2016-01-01,2026-06-25,2016-09-06,2026-09-07
RAMCOCEM.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2422,169,55,93.48,2016-01-01,2026-06-19,2016-09-06,2026-09-07
SOBHA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2422,169,55,93.48,2016-01-01,2026-06-19,2016-09-06,2026-09-07
SOTL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2423,168,54,93.52,2016-01-04,2026-06-25,2016-09-06,2026-09-07
TIMKEN.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2591,2477,2422,169,55,93.48,2016-01-01,2026-06-19,2016-09-06,2026-09-07
BBOX.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2590,2477,2421,169,56,93.47,2016-01-01,2026-06-25,2016-09-06,2026-09-07
CIEINDIA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2590,2477,2422,168,55,93.51,2016-01-01,2026-06-19,2016-09-06,2026-09-07
MSPL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2590,2477,2422,168,55,93.51,2016-01-01,2026-06-25,2016-09-06,2026-09-07
XPROINDIA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2590,2477,2422,168,55,93.51,2016-01-01,2026-06-25,2016-09-06,2026-09-07
DYNAMATECH.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2589,2477,2422,167,55,93.55,2016-01-01,2026-06-19,2016-09-06,2026-09-07
SANGHVIMOV.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2589,2477,2422,167,55,93.55,2016-01-01,2026-06-19,2016-09-06,2026-09-07
ASHIANA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
ASIANTILES.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
ASTEC.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
ASTRAZEN.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
ATLANTAA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
ATULAUTO.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
AURUM.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
AUTOAXLES.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
AVTNPL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BAGFILMS.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BAJAJELEC.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BAJAJHIND.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BALAJITELE.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BALMLAWRIE.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BASF.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BBL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BEPL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BFINVEST.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BFUTILITIE.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BIRLACORPN.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BIRLANU.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BLKASHYAP.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BOMDYEING.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BPL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
BUTTERFLY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
CANTABIL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
CARERATING.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
CCHHL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
CELEBRITY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
CENTENKA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
CENTEXT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
CENTURYPLY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
CINELINE.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
COSMOFIRST.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DALMIASUG.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DATAMATICS.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DBCORP.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DCBBANK.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DCW.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DEN.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DENORA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DHAMPURSUG.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DHANUKA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DLINKINDIA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DONEAR.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
DVL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
EKC.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
EPL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
ESTER.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
EVEREADY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
EXCELINDUS.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
FIEMIND.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GAEL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GANESHHOU.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GARFIBRES.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GEOJITFSL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GFLLIMITED.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2476,2420,168,56,93.51,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GICHSGFIN.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GIPCL.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GLOBALVECT.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GLOBUSSPR.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GMBREW.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GOACARBON.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GREENPLY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GREENPOWER.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GSFC.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GTLINFRA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GUFICBIO.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GUJALKALI.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GULFOILLUB.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
GULPOLY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
HARRMALAYA.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
HATHWAY.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
HCL-INSYS.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
HEIDELBERG.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
HERITGFOOD.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
HESTERBIO.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
HGM.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
HGS.NS,PARTIAL_REPLACEMENT,nse_equity,True,in_upstox_master,2588,2477,2421,167,56,93.55,2016-01-01,2026-06-18,2016-09-06,2026-09-07
